"","ecosystem_type","Total_Area_under_mpa_km2","eco_extent_km2","percent_protected","natural_wd","mod_deg_wd","sev_deg_wd","v_sev_deg_wd","total_perc","perc_pro_cnd","pro_lvl_2018_20","pro_lvl_2018_30","pro_lvl_2025_30","difference_2018_30_20","difference_2018_2025_30"
"130","Southern KZN Shelf Edge Mosaic",387.601706109745,669.562722421381,57.8887822052036,0.571412981138735,0.214258680059721,0,6.96587418238052e-06,0.785678627072638,45.4819789258913,"Well Protected","Well Protected","Well Protected","same","same"
"131","Southwest Indian Lower Slope",808.411459171557,197988.126366343,0.408313101400702,0.876808544747706,0.061595727626147,0,0,0.938404272373853,0.383162758820637,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"132","Southwest Indian Mid Slope",7356.2885007615,78270.7167705021,9.39851940072416,0.956511318486709,0.0217443407566456,0,0,0.978255659243355,9.19415479226687,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"133","Southwest Indian Seamount",1158.11588554533,2072.41259062144,55.882496120044,1,0,0,0,1,55.882496120044,"Well Protected","Well Protected","Well Protected","same","same"
"134","Southwest Indian Slope Seamount",0,1614.36086629061,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"135","Southwest Indian Upper Slope",4537.60548510428,17527.1727092983,25.8889757085411,0.927634381815484,0.0322867023627145,0.000540875253975345,0.000598929594583552,0.961060889026757,24.8808820104426,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"136","St Helena Bay",0.822181159775001,980.823124156415,0.0838256296701958,0.00878155872667398,0.495609220636663,0,0,0.504390779363337,0.0422808746799725,"Not Protected","Not Protected","Not Protected","same","same"
"137","St Lucia Mid Shelf Mosaic",4.76019267807502,4.76019267807473,100.000000000006,0,0,0,0,0,0,"Moderately Protected","Moderately Protected","Not Protected","same","decrease"
"138","St Lucia Sandy Inner Shelf",91.0137978863012,119.956175910939,75.8725402799386,0,0.5,0,0,0.5,37.9362701399693,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"139","St Lucia Sandy Mid Shelf",297.893574056503,646.798293525038,46.0566419297411,0.00872532725812777,0.148685365352655,0.198256801927135,0.00330479356127803,0.358972288099195,16.5330581356845,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"140","Trafalgar Reef Complex",19.3269729909596,58.705205304486,32.9220771662691,0,0,0.0712596041909196,0.0762467986030268,0.147506402793946,4.85621717530108,"Moderately Protected","Moderately Protected","Poorly Protected","same","decrease"
"141","Transkei Basin Abyss",0,210710.39744288,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"142","Western Agulhas Bay",21.7951360013289,819.733594067297,2.6588072221351,0.366366490416391,0.296368968935889,0.00964144084600131,0.000875743555849306,0.673252643754131,1.79004899153504,"Poorly Protected","Poorly Protected","Poorly Protected","same","same"
"143","Western Agulhas Outer Shelf Mosaic",0,2786.45386084413,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"144","Wild Coast Inner Shelf Mosaic",116.822729413191,253.034456812489,46.168704011629,0.000939813423925185,0.499530093288037,0,0,0.500469906711963,23.1060469897122,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"145","Wild Coast Mid Shelf Mosaic",920.221481894033,2385.88902667652,38.5693329239154,0.679352774737715,0.160323612631143,0,0,0.839676387368858,32.3857581327801,"Well Protected","Well Protected","Well Protected","same","same"
"146","Wild Coast Shelf Edge Mosaic",334.785079437797,1435.23586282032,23.3261367075879,0.928740007203952,0.0356299963980237,0,0,0.964370003601976,22.4950265407168,"Well Protected","Moderately Protected","Moderately Protected","decrease","same"
"147","uThukela Canyon",0,417.805734816642,0,0,0,0,0,0,0,"Not Protected","Not Protected","Not Protected","same","same"
"148","uThukela Mid Shelf Mosaic",723.082773006826,789.363916237971,91.6032210406786,0,0.063293463108633,0.133982126854525,0.0426805984267649,0.239956188389923,21.9807597651609,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"149","uThukela Mid Shelf Mud Coarse Sediment Mosaic",1348.69885270629,1348.69885270629,100,0,0.175621927732391,0.124210770070591,0.0234720244299913,0.323304722232973,32.3304722232974,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
"150","uThukela Outer Shelf Muddy Reef Mosaic",514.695060866954,531.750297505297,96.7926230190453,0,0.494919513056616,0.000342545996286024,0.000901915389914914,0.496163974442816,48.0250125338747,"Moderately Protected","Moderately Protected","Moderately Protected","same","same"
